title,reference,identified through database searching,source,study year,screened,full text screened,relevant intervention,low- or middle-income country,RCT,includes children under 5,authors contacted,authors responded ,mortality data collected,mortality data still available,include
Anorectal disorders: An update,,1,New addition,2020,1,0,0,,,,,,,,
Anthelmintic drugs for treating ascariasis,,1,New addition,2020,1,0,0,,,,,,,,
Anthropogenic activity remains the main contributor to fecal pollution in managed tropical watersheds as unraveled by PhyloChip microarray-based microbial source tracking,,1,New addition,2024,1,0,0,,,,,,,,
Anthropogenic Contamination in the Free Aquifer of the San Luis Potosí Valley,,1,New addition,2023,1,0,0,,,,,,,,
Antibiofilm Effects of Novel Compounds in Otitis Media Treatment: Systematic Review,,1,New addition,2024,1,0,0,,,,,,,,
Antibiotic Cocktail for Pediatric Acute Severe Colitis and the Microbiome: The PRASCO Randomized Controlled Trial.,,1,New addition,2020,1,0,0,,,,,,,,
Antibiotic misuse and compliance with infection control measures during COVID-19 pandemic in community pharmacies in Egypt,,1,New addition,2021,1,0,0,,,,,,,,
Antibiotic prophylaxis for leptospirosis,,1,New addition,2024,1,0,0,,,,,,,,
Antibiotic prophylaxis for prevention of spontaneous bacterial peritonitis in liver cirrhosis: Systematic review,,1,New addition,2021,1,0,0,,,,,,,,
Antibiotic prophylaxis in clean and clean-contaminated plastic surgery: A critical review,,1,New addition,2023,1,0,0,,,,,,,,
Antibiotic resistant and extended-spectrum β-lactamase producing faecal coliforms in wastewater treatment plant effluent,,1,New addition,2020,1,0,0,,,,,,,,
Antibiotic therapies for clostridioides difficile infection in children,,1,New addition,2021,1,0,0,,,,,,,,
Antibiotic Therapy for Active Crohn’s Disease Targeting Pathogens: An Overview and Update,,1,New addition,2024,1,0,0,,,,,,,,
Antibiotics should not be used for back/leg pain,,1,New addition,2021,1,0,0,,,,,,,,
Antibody drug conjugates in older patients: State of the art,,1,New addition,2024,1,0,0,,,,,,,,
Antidiarrheal Properties of the Combination of Tannin Albuminate and Ethacridine Lactate - A Narrative Review,,1,New addition,2023,1,0,0,,,,,,,,
Antimicrobial activity and nanoremediation of heavy metals using biosynthesized CS/GO/ZnO nanocomposite by Bacillus subtilis ATCC 6633 alone or immobilized in a macroporous cryogel,,1,New addition,2024,1,0,0,,,,,,,,
Antimicrobial De-Escalation in Critically Ill Patients,,1,New addition,2024,1,0,0,,,,,,,,
Antimicrobial prophylaxis protocol based on rectal swab culture before prostate biopsy to prevent infectious complications: a prospective randomized comparative study.,,1,New addition,2024,1,0,0,,,,,,,,
Are all dietary fibers equal for patients with inflammatory bowel disease? A systematic review of randomized controlled trials,,1,New addition,2022,1,0,0,,,,,,,,
"Are probiotics, prebiotics, and synbiotics beneficial in primary thyroid diseases? A systematic review with meta-analysis",,1,New addition,2023,1,0,0,,,,,,,,
Are Small Molecules Effective in Treating Inflammatory Pouch Disorders Following Ileal Pouch-Anal Anastomosis for Ulcerative Colitis? Here Is Where We Stand,,1,New addition,2024,1,0,0,,,,,,,,
Assessing microbial risks of Escherichia coli: A spatial and temporal study of virulence and resistance genes in surface water in resource-limited regions,,1,New addition,2025,1,0,0,,,,,,,,
Assessing the efficacy and safety of fecal microbiota transplantation and probiotic VSL#3 for active ulcerative colitis: A systematic review and meta-analysis,,1,New addition,2020,1,0,0,,,,,,,,
Assessing the impact of rainwater harvesting infrastructure and gardening trends on microbial indicator organism presence in harvested rainwater and garden soils,,1,New addition,2023,1,0,0,,,,,,,,
"Assessment of fecal calprotectin and fecal occult blood as point-of-care markers for soil-transmitted helminth attributable intestinal morbidity in a case-control substudy conducted in Côte d'Ivoire, Lao PDR and Pemba Island, Tanzania",,1,New addition,2021,1,0,0,,,,,,,,
Assessment of multiple fecal contamination sources in surface waters using environmental mitochondrial DNA metabarcoding,,1,New addition,2023,1,0,0,,,,,,,,
Assessment of supplied water quality during mass gatherings in arid environments,,1,New addition,2022,1,0,0,,,,,,,,
Assessment of Vibrio spp. abundance as a water quality indicator: Insights from Mali Ston Bay in the Adriatic Sea,,1,New addition,2023,1,0,0,,,,,,,,
Associations between biomarkers of environmental enteric dysfunction and oral rotavirus vaccine immunogenicity in rural Zimbabwean infants,,1,New addition,2021,1,0,0,,,,,,,,
"Associations between enteric pathogen carriage and height-for-age, weight-for-age and weight-for-height in children under 5 years old in urban Dhaka, Bangladesh",,1,New addition,2020,1,0,0,,,,,,,,
"Associations between faecal pathogen detection, E. coli concentrations and youth exhibitor biosecurity practices at California county fairs",,1,New addition,2021,1,0,0,,,,,,,,
Associations of Biomarkers of Tubular Injury and Inflammation with Biopsy Features in Type 1 Diabetes.,,1,New addition,2024,1,0,0,,,,,,,,
"Asymptomatic Rotavirus infections among children in Maiduguri, Borno state, Northeast, Nigeria",,1,New addition,2020,1,0,0,,,,,,,,
"Authors' Reply to the Letter on ""Is Tailored Bismuth Quadruple Therapy (With Clarithromycin or Furazolidone) Based on Fecal Molecular Susceptibility Testing in First-Line Helicobacter pylori Eradication Treatment More Effective? A Three-Arm, Multicenter Randomized Clinical Trial""",,1,New addition,2025,1,0,0,,,,,,,,
"Azathioprine Plus Exclusive Enteral Nutrition Versus Azathioprine Monotherapy for the Prevention of Postoperative Recurrence in Patients with Crohn's Disease: An Open-Label, Single-Centre, Randomized Controlled Trial.",,1,New addition,2024,1,0,0,,,,,,,,
Azithromycin for Bacterial Watery Diarrhea: A Reanalysis of the AntiBiotics for Children With Severe Diarrhea (ABCD) Trial Incorporating Molecular Diagnostics.,,1,New addition,2024,1,0,0,,,,,,,,
Bacterial Community Composition and Prevalence of Aeromonas dhakensis in Four Tilapia Freshwater Aquaculture Systems in Malaysia,,1,New addition,2025,1,0,0,,,,,,,,
Bacterial diversity and specific taxa are associated with decolonization of carbapenemase-producing enterobacterales after fecal microbiota transplantation,,1,New addition,2024,1,0,0,,,,,,,,
BACTERIOLOGICAL AND CHEMICAL QUALITY OF WATER USED IN CARCASS WASHING IN KAJIADO SLAUGHTERHOUSES IN KENYA,,1,New addition,2025,1,0,0,,,,,,,,
"Bacteriological and physicochemical quality of drinking water in kobo town, Northern Ethiopia",,1,New addition,2021,1,0,0,,,,,,,,
Bacteriophage cocktail application for Campylobacter mitigation - from in vitro to in vivo,,1,New addition,2023,1,0,0,,,,,,,,
Bacteriophage-mediated manipulations of microbiota in gastrointestinal diseases,,1,New addition,2022,1,0,0,,,,,,,,
Baseline Characteristics of a Cluster Randomized Controlled Trial Targeting Hand Hygiene in Primary Healthcare in Burkina Faso and Mali.,,1,New addition,2025,1,0,0,,,,,,,,
"Baseline patterns of infection in regions of Benin, Malawi and India seeking to interrupt transmission of soil transmitted helminths (STH) in the DeWorm3 trial",,1,New addition,2020,1,0,0,,,,,,,,
Basic pharmacological mechanisms and clinical evidence of the efficacy of hochuekkito against infectious diseases and its potential for use against COVID-19,,1,New addition,2021,1,0,0,,,,,,,,
Basic sanitation: A new indicator for the spread of COVID-19?,,1,New addition,2021,1,0,0,,,,,,,,
Berberine as a Natural Modifier of Gut Microbiota to Promote Metabolic Status in Animal Studies and Clinical Trials: A Systematic Review,,1,New addition,2023,1,0,0,,,,,,,,
Berberine for diarrhea in children and adults: a systematic review and meta-analysis,,1,New addition,2020,1,0,0,,,,,,,,
Bibliometric and visual analysis of fecal microbiota transplantation research from 2012 to 2021,,1,New addition,2022,1,0,0,,,,,,,,
Bifidobacteria-mediated immune system imprinting early in life.,,1,New addition,2021,1,0,0,,,,,,,,
"Bifidobacterium animalis subsp. lactis BLa80 regulates the intestinal habit in adults with chronic constipation: a multicentre, randomised, double-blind, placebo-controlled study.",,1,New addition,2024,1,0,0,,,,,,,,
"Bile acid-farnesoid X receptor-fibroblast growth factor 19 axis in patients with short bowel syndrome: The randomized, glepaglutide phase 2 trial.",,1,New addition,2022,1,0,0,,,,,,,,
"Biliary atresia: the role of gut microbiome, and microbial metabolites",,1,New addition,2024,1,0,0,,,,,,,,
Bio-inspired systems in nonsurgical periodontal therapy to reduce contaminated aerosol during COVID-19: A comprehensive and bibliometric review,,1,New addition,2020,1,0,0,,,,,,,,
Bioactive Substances as Anti-infective Strategies Against Clostridioides Difficile,,1,New addition,2021,1,0,0,,,,,,,,
Bioaerosols in orthopedic surgical procedures and implications for clinical practice in the times of COVID-19: A systematic review and meta-analysis: Bioaerosols in orthopaedics,,1,New addition,2021,1,0,0,,,,,,,,
Biomarkers of mortality in adults and adolescents with advanced HIV in sub-Saharan Africa.,,1,New addition,2024,1,0,0,,,,,,,,
Bovine Colostrum in the Treatment of Acute Diarrhea in Children: a Double-Blinded Randomized Controlled Trial,,1,New addition,2020,1,0,0,,,,,,,,
Brief Report: Cessation of Long-Term Cotrimoxazole Prophylaxis in HIV-Infected Children Does Not Alter the Carriage of Antimicrobial Resistance Genes.,,1,New addition,2020,1,0,0,,,,,,,,
BUDESONIDE VS. MESALAMINE IN MICROSCOPIC COLITIS: A SYSTEMATIC REVIEW AND META-ANALYSIS OF EFFICACY AND ADVERSE EVENTS,,1,New addition,2021,1,0,0,,,,,,,,
"Can probiotics replace antibiotics? Not yet, says the evidence",,1,New addition,2025,1,0,0,,,,,,,,
Changes in Microbiota Profiles After Prolonged Frozen Storage of Stool Suspensions,,1,New addition,2020,1,0,0,,,,,,,,
"Chinese herbal formula Tongxie Yaofang granules for diarrhoea-predominant irritable bowel syndrome: a randomised, double-blind, placebo-controlled, phase II trial.",,1,New addition,2025,1,0,0,,,,,,,,
Clinical efficacy of fecal microbial transplantation treatment in adults with moderate-to-severe atopic dermatitis,,1,New addition,2022,1,0,0,,,,,,,,
"Clinical efficacy of fecal microbiota transplantation for patients with small intestinal bacterial overgrowth: a randomized, placebo-controlled clinic study.",,1,New addition,2021,1,0,0,,,,,,,,
Clinical results and microbiota changes after faecal microbiota transplantation for chronic pouchitis: a pilot study,,1,New addition,2020,1,0,0,,,,,,,,
Clostridioides difficile infection in inflammatory bowel disease: a clinical review,,1,New addition,2024,1,0,0,,,,,,,,
Clostridioides difficile infection in intestinal transplantation: The quest for better outcomes continues,,1,New addition,2023,1,0,0,,,,,,,,
Clostridioides difficile Infection in Patients with Chronic Kidney Disease: A Systematic Review,,1,New addition,2021,1,0,0,,,,,,,,
Comparative effectiveness of treatments for recurrent Clostridioides difficile infection: a network meta-analysis of randomized controlled trials,,1,New addition,2024,1,0,0,,,,,,,,
Conversion of unresponsiveness to immune checkpoint inhibition by fecal microbiota transplantation in patients with metastatic melanoma: study protocol for a randomized phase Ib/IIa trial,,1,New addition,2022,1,0,0,,,,,,,,
COPD and Gut–Lung Axis: How Microbiota and Host Inflammasome Influence COPD and Related Therapeutics,,1,New addition,2022,1,0,0,,,,,,,,
Cost-effectiveness of faecal microbiota transplantation compared with vancomycin monotherapy for early Clostridioides difficile infection: economic evaluation alongside a randomized controlled trial.,,1,New addition,2025,1,0,0,,,,,,,,
Current and future treatment for alcoholic-related liver diseases,,1,New addition,2023,1,0,0,,,,,,,,
Current perspectives on fecal microbiota transplantation in inflammatory bowel disease,,1,New addition,2024,1,0,0,,,,,,,,
Current status of fecal microbiota transplantation for irritable bowel syndrome,,1,New addition,2021,1,0,0,,,,,,,,
Current Understanding of Equine Gut Dysbiosis and Microbiota Manipulation Techniques: Comparison with Current Knowledge in Other Species,,1,New addition,2024,1,0,0,,,,,,,,
"Daily, oral FMT for long-term maintenance therapy in ulcerative colitis: results of a single-center, prospective, randomized pilot study.",,1,New addition,2021,1,0,0,,,,,,,,
"Defining optimal treatment for recurrent Clostridioides difficile infection (OpTION study): A randomized, double-blind comparison of three antibiotic regimens for patients with a first or second recurrence.",,1,New addition,2022,1,0,0,,,,,,,,
Diet and Microbiome-Directed Therapy 2.0 for IBD,,1,New addition,2025,1,0,0,,,,,,,,
Early geriatric assessment and management in older patients with Clostridioides difficile infection in Denmark (CLODIfrail): a randomised trial.,,1,New addition,2024,1,0,0,,,,,,,,
Early use of faecal microbiota transplantation for C. difficile infection,,1,New addition,2023,1,0,0,,,,,,,,
Effect of antibiotic pretreatment on bacterial engraftment after Fecal Microbiota Transplant (FMT) in IBS-D.,,1,New addition,2022,1,0,0,,,,,,,,
"Effects of Retrograde Colonic Enema-Based Fecal Microbiota Transplantation in the Treatment of Childhood Constipation: A Randomized, Double-Blind, Controlled Trial.",,1,New addition,2024,1,0,0,,,,,,,,
Effects of screening strategies to detect carbapenem-resistant gram-negative bacteria: A systematic review,,1,New addition,2022,1,0,0,,,,,,,,
Efficacy and safety of fecal microbiota transplant in irritable bowel syndrome: An update based on meta-analysis of randomized control trials,,1,New addition,2022,1,0,0,,,,,,,,
